-3.044205086535610189e-03 0.000000000000000000e+00
1.878329272334581948e-03 -4.790628731243806726e-04
6.527113947796732776e-03 -1.832085679644990250e-04
4.458636208983538136e-03 -7.481791159813511172e-05
1.273651589843891561e-02 1.696831684192545708e-04
-2.176241486018517732e-03 2.040818089659168777e-04
9.515914750648523691e-04 5.859800881937714560e-04
-7.691680612863270768e-03 4.035306430907326103e-04
3.362038343344286081e-03 3.292065177147307509e-04
-2.209997182872434646e-03 5.998286247077544431e-05
-3.361519169972599242e-03 5.250408045576193672e-05
1.878623806507874212e-03 -2.420415361070737958e-04
4.512391946538477083e-03 -4.167677955644322196e-04
4.909544621605018387e-03 -7.285791363020877043e-04
1.633523195559808197e-02 -2.833205330032839697e-04
-6.793676477227787031e-03 -2.077096499930597417e-04
-5.370803342183766947e-03 -2.031813145957350741e-04
-1.461314395959376414e-03 2.423874661783287365e-04
3.820248342645842302e-03 4.644722091429187572e-04
5.264633525499031776e-03 2.975149007427013172e-04
-3.313333899370604369e-03 -7.958870961255470888e-05
8.604090915557564877e-04 -5.908236921881027115e-05
8.933278692311698646e-03 -2.961215980392672975e-04
-1.095312123194029609e-03 -3.996793755933758518e-04
3.552540510905175235e-03 -4.432362265864853699e-04
-5.299638554392642866e-04 -3.798529926428705918e-04
2.830658708297197914e-04 -9.090001436895533971e-05
2.028688967800380046e-03 6.436227718253918729e-05
4.672205018632498777e-03 1.621002891885048043e-04
7.020486971144461767e-04 1.210876084010159424e-04
-1.344578084534548117e-03 8.353703703090076260e-05
-1.183194163516299068e-03 5.504121336707967093e-05
-1.328010374740394225e-03 1.202886600739638823e-04
-4.909969843126725693e-03 -4.621297366899312919e-03
4.157613181277267840e-06 -3.906239582132787439e-03
1.184902526739976640e-02 4.153349793929894673e-03
2.728430318010915349e-03 1.519424023941740032e-02
1.682183882028274319e-02 1.780876924794139171e-02
1.754843186929177373e-02 1.801122604774763047e-02
1.891242027599494488e-02 1.912208597274922539e-02
1.487765580297059284e-02 1.692714503711334473e-02
1.010028940584933171e-02 2.225855598883353173e-02
2.550510936414837615e-02 2.281310167578620707e-02
1.685636108621019549e-02 2.188609081769721243e-02
3.308900672423193551e-02 1.869978919593595634e-02
1.847193759288504392e-02 1.380738881876508728e-02
1.685303473559085150e-02 1.733384618129640842e-02
2.519746744486568713e-02 1.618768535642178819e-02
1.404117875082002039e-02 1.569719795866619805e-02
7.936878036478892465e-03 2.255314669249352741e-02
2.769488316749302292e-02 1.832210164883996129e-02
1.614869104510293848e-02 1.962434557598103160e-02
1.813548724059961190e-02 2.072701432740720051e-02
2.077120008639692095e-02 1.766652197737705876e-02
2.577456717100475372e-02 2.280021142971966341e-02
2.614434344732170096e-02 2.304752102368512467e-02
2.985565868357752811e-02 2.070777540279999940e-02
1.493131953923298831e-02 2.079273175915741234e-02
1.853127094943686493e-02 1.750210899173643142e-02
1.502207507575584362e-02 2.273712098009772475e-02
1.435961635534188652e-02 2.267488891030966514e-02
2.656796551192869282e-02 2.068414137473562064e-02
