2.549796700477600098e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.954742372035980225e-01 0.000000000000000000e+00 6.274705178140229691e+02
9.054620563983917236e-02 0.000000000000000000e+00 6.273864384049950331e+02
2.525445818901062012e-01 0.000000000000000000e+00 6.271744918011821710e+02
2.591332197189331055e-01 0.000000000000000000e+00 6.266167845569584642e+02
1.892180591821670532e-01 0.000000000000000000e+00 6.257835002412359700e+02
2.395401597023010254e-01 0.000000000000000000e+00 6.247953110159280641e+02
1.951066404581069946e-01 0.000000000000000000e+00 6.235261297518787842e+02
-6.909827142953872681e-02 0.000000000000000000e+00 6.218488442709591482e+02
7.169708609580993652e-02 0.000000000000000000e+00 6.198356208019528140e+02
1.776922941207885742e-01 0.000000000000000000e+00 6.174583744104203333e+02
1.456091254949569702e-01 0.000000000000000000e+00 6.146701951998344384e+02
6.326422095298767090e-02 0.000000000000000000e+00 6.115642175791468844e+02
8.119723200798034668e-02 0.000000000000000000e+00 6.082031061612516396e+02
1.747286915779113770e-01 0.000000000000000000e+00 6.046606642927971507e+02
2.071634531021118164e-01 0.000000000000000000e+00 6.008874827091091220e+02
2.717080116271972656e-01 0.000000000000000000e+00 5.969071048552231105e+02
2.059796899557113647e-01 0.000000000000000000e+00 5.927468945689406610e+02
2.629227936267852783e-03 0.000000000000000000e+00 5.884142304767711948e+02
1.872029900550842285e-01 0.000000000000000000e+00 5.839015016416177559e+02
2.120834887027740479e-01 0.000000000000000000e+00 5.792382108381484613e+02
3.272443115711212158e-01 0.000000000000000000e+00 5.744250109446534225e+02
2.381480187177658081e-01 0.000000000000000000e+00 5.694654816206397072e+02
7.483805716037750244e-02 0.000000000000000000e+00 5.643708784673990522e+02
1.865628510713577271e-01 0.000000000000000000e+00 5.591547348851366905e+02
9.118160605430603027e-02 0.000000000000000000e+00 5.538162081449129346e+02
1.753624081611633301e-01 0.000000000000000000e+00 5.483448248082772807e+02
1.838903129100799561e-01 0.000000000000000000e+00 5.427545405452917748e+02
2.787464559078216553e-01 0.000000000000000000e+00 5.370431615054642407e+02
1.362519264221191406e-01 0.000000000000000000e+00 5.312209319434159625e+02
1.472827494144439697e-01 0.000000000000000000e+00 5.253722456154546308e+02
2.083472013473510742e-01 0.000000000000000000e+00 5.195308088757993801e+02
8.919197320938110352e-02 0.000000000000000000e+00 5.136940515519873998e+02
2.731236815452575684e-01 0.000000000000000000e+00 5.078681338833018799e+02
1.850658953189849854e-01 0.000000000000000000e+00 5.020412309481044986e+02
1.840096861124038696e-01 0.000000000000000000e+00 4.962161591918252270e+02
2.304301261901855469e-01 0.000000000000000000e+00 4.903980875280956866e+02
-5.508108437061309814e-02 0.000000000000000000e+00 4.845734252480551163e+02
1.607176810503005981e-01 0.000000000000000000e+00 4.787720396817394430e+02
2.201234251260757446e-01 0.000000000000000000e+00 4.729908305359043084e+02
6.732683628797531128e-02 0.000000000000000000e+00 4.671867556387867921e+02
8.259291201829910278e-02 0.000000000000000000e+00 4.614028311373620568e+02
2.469072043895721436e-01 0.000000000000000000e+00 4.557070869334681902e+02
3.159296214580535889e-01 0.000000000000000000e+00 4.501720868288830388e+02
1.074709668755531311e-01 0.000000000000000000e+00 4.448629386160313288e+02
1.206281632184982300e-01 0.000000000000000000e+00 4.398085163898813335e+02
1.890965253114700317e-01 0.000000000000000000e+00 4.350099341329299136e+02
-1.745981350541114807e-02 0.000000000000000000e+00 4.304805080578157686e+02
1.052863895893096924e-01 0.000000000000000000e+00 4.262148204586923725e+02
9.787611663341522217e-02 0.000000000000000000e+00 4.221974843294615312e+02
1.038069427013397217e-01 0.000000000000000000e+00 4.184101399547586198e+02
-2.720848470926284790e-02 0.000000000000000000e+00 4.148547646094787069e+02
5.462687462568283081e-02 0.000000000000000000e+00 4.115429894036380460e+02
7.861427962779998779e-02 0.000000000000000000e+00 4.084781669623519633e+02
1.838453263044357300e-01 0.000000000000000000e+00 4.056475176738451864e+02
2.089837342500686646e-01 0.000000000000000000e+00 4.030551302764823163e+02
1.952152848243713379e-01 0.000000000000000000e+00 4.007459543170039638e+02
1.161021813750267029e-01 0.000000000000000000e+00 3.987921159323029769e+02
2.446298897266387939e-01 0.000000000000000000e+00 3.972584187916311862e+02
3.152851760387420654e-01 0.000000000000000000e+00 3.962027455695174467e+02
1.687109917402267456e-01 0.000000000000000000e+00 3.956475196313126617e+02
1.483078598976135254e-01 0.000000000000000000e+00 3.955387388803210911e+02
2.274934500455856323e-01 0.000000000000000000e+00 3.957480609027743412e+02
2.285605520009994507e-01 0.000000000000000000e+00 3.961320999655034711e+02
2.714726626873016357e-01 0.000000000000000000e+00 3.965763662555049223e+02
2.687950730323791504e-01 0.000000000000000000e+00 3.970483818513398546e+02
3.432113677263259888e-02 0.000000000000000000e+00 3.975457259589198884e+02
1.432482302188873291e-01 0.000000000000000000e+00 3.980758362312269583e+02
1.963309049606323242e-01 0.000000000000000000e+00 3.986326957239521107e+02
1.767422407865524292e-01 0.000000000000000000e+00 3.991990440634976949e+02
-7.118020206689834595e-03 0.000000000000000000e+00 3.997688875694481681e+02
2.268987894058227539e-01 0.000000000000000000e+00 4.003329348452112413e+02
1.734757572412490845e-01 0.000000000000000000e+00 4.008905464747179508e+02
1.768077462911605835e-01 0.000000000000000000e+00 4.014378081705103796e+02
3.443176746368408203e-01 0.000000000000000000e+00 4.019858661764213821e+02
1.041609421372413635e-01 0.000000000000000000e+00 4.025462288278217216e+02
2.152557820081710815e-01 0.000000000000000000e+00 4.031236268561596603e+02
1.373156458139419556e-01 0.000000000000000000e+00 4.037185357024490031e+02
1.166355460882186890e-01 0.000000000000000000e+00 4.043160807273638966e+02
2.256886810064315796e-01 0.000000000000000000e+00 4.049252248026618304e+02
1.533838808536529541e-01 0.000000000000000000e+00 4.055418794210708029e+02
9.200195223093032837e-02 0.000000000000000000e+00 4.061603514972953235e+02
3.859423995018005371e-01 0.000000000000000000e+00 4.067707720705064389e+02
2.821110785007476807e-01 0.000000000000000000e+00 4.073661406261591083e+02
1.131635829806327820e-01 0.000000000000000000e+00 4.079510296405097165e+02
1.789582222700119019e-01 0.000000000000000000e+00 4.085215650079736633e+02
5.692176520824432373e-02 0.000000000000000000e+00 4.090723348868734774e+02
1.807697117328643799e-01 0.000000000000000000e+00 4.095827562503136505e+02
3.647742271423339844e-01 0.000000000000000000e+00 4.100489466494647672e+02
2.150326520204544067e-01 0.000000000000000000e+00 4.104727748632531643e+02
