3.486034393310546875e+01 3.470274734497070312e+01
3.368757629394531250e+01 3.315830612182617188e+01
4.349303817749023438e+01 4.198646545410156250e+01
1.091811752319335938e+01 9.026893615722656250e+00
9.563446044921875000e+00 9.676312446594238281e+00
1.037061309814453125e+01 8.596468925476074219e+00
4.589049339294433594e+00 4.357762336730957031e+00
5.007645130157470703e+00 5.146719455718994141e+00
9.815091133117675781e+00 1.302540588378906250e+01
1.513220405578613281e+01 2.876138877868652344e+01
9.798598289489746094e+00 3.272775173187255859e+00
1.003340435028076172e+01 8.396623611450195312e+00
1.558175659179687500e+01 6.458580970764160156e+00
8.445794105529785156e+00 5.580162525177001953e+00
2.205738067626953125e+00 1.451668739318847656e+00
2.227459716796875000e+01 2.063137245178222656e+01
4.236493301391601562e+01 4.455703735351562500e+01
2.120973396301269531e+01 2.001198005676269531e+01
4.500327587127685547e+00 4.382468700408935547e+00
3.926512479782104492e+00 4.469193935394287109e+00
1.771411061286926270e+00 1.305418729782104492e+00
3.152601623535156250e+01 4.290846633911132812e+01
5.249060630798339844e+00 3.323625087738037109e+00
4.713614940643310547e+00 1.328306317329406738e+00
6.725151062011718750e+00 2.369374752044677734e+00
6.351434230804443359e+00 4.422306060791015625e+00
8.601985931396484375e+00 6.449487686157226562e+00
1.185511827468872070e+00 1.067712545394897461e+00
2.387806653976440430e+00 3.973450183868408203e+00
2.665623855590820312e+01 3.369684219360351562e+01
1.931619286537170410e+00 2.132824897766113281e+00
1.176390838623046875e+01 1.359941291809082031e+01
7.861107826232910156e+00 7.796594142913818359e+00
5.457100868225097656e+00 8.273430824279785156e+00
1.524043655395507812e+01 1.211966896057128906e+01
1.922894477844238281e+01 1.994401168823242188e+01
4.348719596862792969e+00 1.091833782196044922e+01
2.044727802276611328e+00 1.332618951797485352e+00
1.226868820190429688e+01 7.987012863159179688e+00
1.361273574829101562e+01 9.546436309814453125e+00
6.136285305023193359e+00 9.988694190979003906e+00
7.337207794189453125e+00 1.503061962127685547e+01
2.075679779052734375e+01 3.384939193725585938e+01
1.372110009193420410e+00 2.681031227111816406e+00
6.385910034179687500e+00 5.194406032562255859e+00
1.030320358276367188e+01 7.402512073516845703e+00
1.144127655029296875e+01 2.613074493408203125e+01
1.945426750183105469e+01 3.928673934936523438e+01
3.576108217239379883e+00 1.833856344223022461e+00
7.361077308654785156e+00 1.147905635833740234e+01
2.411748123168945312e+01 4.303326416015625000e+01
9.320740699768066406e+00 2.143859291076660156e+01
